格式化上车站点编号,格式化下车站点编号,一天内刷卡数
017_U_29,036_U_28,1
017_U_29,036_U_31,1
017_U_29,103_U_08,2
017_U_29,103_U_09,2
017_U_29,103_U_34,1
017_U_30,001_D_04,2
017_U_30,001_D_05,1
017_U_30,001_D_06,4
017_U_30,006_U_30,1
017_U_30,006_U_31,1
017_U_30,006_U_34,1
017_U_30,006_U_35,1
017_U_30,007_U_15,4
017_U_30,017_U_18,1
017_U_30,017_U_30,1
017_U_30,017_U_31,1
017_U_30,022_U_40,3
017_U_30,025_U_29,1
017_U_30,026_U_45,2
017_U_30,030_U_38,1
017_U_30,030_U_40,1
017_U_30,030_U_41,2
017_U_30,030_U_45,1
017_U_30,032_U_16,1
017_U_30,032_U_28,4
017_U_30,033_U_18,1
017_U_30,033_U_19,1
017_U_30,103_U_08,2
017_U_30,112_U_14,1
017_U_31,017_U_30,1
017_U_34,017_U_19,1
017_U_34,017_U_27,2
017_U_34,017_U_28,1
017_U_34,017_U_30,2
017_U_34,017_U_37,1
017_U_35,017_U_07,1
017_U_35,017_U_30,1
017_U_35,017_U_37,1
017_U_36,017_U_01,2
017_U_36,017_U_03,2
017_U_36,017_U_26,2
017_U_36,017_U_27,8
017_U_37,001_D_02,2
017_U_37,001_D_03,2
017_U_37,001_D_04,1
017_U_37,001_D_05,3
017_U_37,001_D_06,6
017_U_37,001_U_24,1
017_U_37,002_U_29,2
017_U_37,002_U_32,2
017_U_37,002_U_34,1
017_U_37,002_U_35,1
017_U_37,002_U_36,1
017_U_37,003_U_06,1
017_U_37,003_U_07,2
017_U_37,004_U_12,1
017_U_37,009_U_33,1
017_U_37,016_U_10,3
017_U_37,017_U_16,2
017_U_37,017_U_22,1
017_U_37,017_U_23,1
017_U_37,017_U_25,2
017_U_37,017_U_26,2
017_U_37,017_U_27,1
017_U_37,017_U_30,1
017_U_37,017_U_35,1
017_U_37,017_U_36,1
017_U_37,022_U_40,3
017_U_37,022_U_42,5
017_U_37,029_U_31,2
017_U_37,031_U_17,1
017_U_37,105_U_14,2
017_U_37,105_U_29,3
017_U_37,105_U_30,4
017_U_37,105_U_34,1
017_U_37,105_U_40,5
017_U_37,106_U_07,1
017_U_37,106_U_13,1
017_U_37,106_U_27,1
018_U_01,001_D_06,3
018_U_01,002_U_41,3
018_U_01,003_U_01,3
018_U_01,003_U_07,1
018_U_01,006_U_30,4
018_U_01,006_U_31,1
018_U_01,007_U_09,2
018_U_01,012_U_07,1
018_U_01,017_U_17,2
018_U_01,017_U_18,1
018_U_01,017_U_26,3
018_U_01,017_U_27,1
018_U_01,017_U_28,1
018_U_01,017_U_29,1
018_U_01,018_U_09,2
018_U_01,018_U_19,3
018_U_01,025_U_02,1
018_U_01,025_U_26,1
018_U_01,025_U_30,2
018_U_01,030_U_34,1
018_U_01,030_U_38,1
018_U_01,030_U_41,1
018_U_01,032_U_09,2
018_U_01,032_U_16,2
018_U_01,102_U_08,1
018_U_01,108_U_03,1
018_U_04,002_U_41,1
018_U_04,018_U_19,2
018_U_05,001_D_04,1
018_U_05,002_U_41,1
018_U_05,003_U_01,2
018_U_05,007_U_09,1
018_U_05,018_U_01,1
018_U_05,018_U_19,3
018_U_09,018_U_01,1
018_U_09,018_U_11,2
018_U_10,007_U_09,1
018_U_10,018_U_01,2
018_U_10,018_U_29,1
018_U_11,018_U_10,2
018_U_11,018_U_19,1
018_U_12,001_D_05,1
018_U_12,011_U_14,1
018_U_12,018_U_01,1
018_U_12,018_U_19,1
018_U_12,107_U_38,1
018_U_18,001_D_05,1
018_U_18,003_U_01,4
018_U_18,018_U_13,3
018_U_18,019_U_04,1
018_U_18,024_U_02,1
018_U_18,024_U_05,1
018_U_18,024_U_15,1
018_U_18,025_U_09,1
018_U_19,005_U_60,2
018_U_19,005_U_61,4
018_U_19,007_U_09,1
018_U_19,018_U_01,1
018_U_19,024_U_11,1
018_U_19,024_U_15,1
018_U_29,018_U_10,1
018_U_30,001_D_06,4
018_U_30,012_U_12,2
018_U_30,033_U_19,1
018_U_31,001_D_06,4
018_U_31,003_U_01,3
018_U_31,007_U_08,2
018_U_31,012_U_12,1
018_U_31,012_U_13,1
018_U_31,030_U_33,1
018_U_31,030_U_36,2
018_U_33,001_D_06,1
018_U_33,003_U_01,1
018_U_33,004_U_18,2
018_U_33,012_U_12,1
018_U_33,032_U_16,1
018_U_34,001_D_06,1
018_U_34,002_U_29,1
018_U_34,006_U_38,1
018_U_34,009_U_33,1
018_U_34,105_U_40,1
018_U_35,001_D_06,1
018_U_35,007_U_15,1
018_U_35,009_U_45,1
018_U_36,001_D_06,1
019_U_04,001_D_04,2
020_U_01,001_U_34,1
020_U_01,020_U_03,1
020_U_01,020_U_09,1
020_U_01,020_U_10,1
020_U_01,020_U_11,1
020_U_01,020_U_12,1
020_U_01,020_U_18,3
020_U_01,020_U_27,1
020_U_02,020_U_18,1
020_U_03,001_U_34,2
020_U_03,020_U_11,2
020_U_04,001_U_32,1
020_U_04,001_U_34,1
020_U_04,020_U_22,1
020_U_08,001_U_34,1
020_U_08,023_U_24,1
020_U_10,001_D_06,1
020_U_10,001_U_32,1
020_U_10,020_U_02,1
020_U_10,020_U_18,1
020_U_10,020_U_22,2
020_U_10,020_U_27,1
020_U_11,001_D_06,2
020_U_11,020_U_04,1
020_U_11,020_U_18,1
020_U_12,020_U_02,1
020_U_12,020_U_04,1
020_U_13,001_D_04,1
020_U_13,001_U_34,1
020_U_13,020_U_20,1
020_U_15,001_U_34,1
020_U_19,002_U_38,1
020_U_19,004_U_31,1
020_U_19,009_U_31,1
020_U_19,017_U_16,1
020_U_19,017_U_28,1
020_U_19,023_U_34,1
020_U_19,030_U_33,1
020_U_19,036_U_28,2
020_U_20,001_D_04,1
020_U_20,017_U_16,1
020_U_20,023_U_34,2
020_U_20,030_U_33,1
020_U_20,032_U_21,1
020_U_20,036_U_30,1
020_U_20,102_U_07,2
020_U_21,004_U_31,3
020_U_21,017_U_16,3
020_U_21,036_U_28,1
020_U_22,001_D_04,1
020_U_22,023_U_34,1
020_U_24,001_U_34,1
020_U_24,006_U_40,1
020_U_26,001_D_05,2
020_U_26,001_D_06,3
020_U_26,001_D_07,4
020_U_26,009_U_44,1
020_U_26,011_U_14,1
020_U_26,020_U_27,1
020_U_27,001_D_05,1
020_U_27,007_U_15,1
020_U_27,009_U_43,1
020_U_27,009_U_44,1
020_U_28,001_D_05,3
020_U_28,001_D_06,1
020_U_28,001_D_07,1
020_U_28,001_U_33,1
020_U_28,001_U_34,1
020_U_28,009_U_44,1
020_U_28,020_U_10,1
020_U_28,020_U_27,1
021_U_07,001_U_34,1
021_U_08,001_U_34,1
021_U_15,001_U_14,1
021_U_20,001_U_14,1
021_U_21,001_U_27,1
021_U_22,002_U_28,1
021_U_22,005_U_59,1
022_U_01,001_D_04,12
022_U_01,001_D_05,1
022_U_01,005_U_64,3
022_U_01,007_U_15,4
022_U_01,009_U_46,3
022_U_01,010_U_53,4
022_U_01,022_U_02,1
022_U_01,022_U_29,1
022_U_02,001_D_04,4
022_U_02,001_D_06,1
022_U_02,005_U_64,3
022_U_02,007_U_15,1
022_U_02,009_U_46,6
022_U_02,010_U_53,6
022_U_02,022_U_12,1
022_U_02,022_U_19,1
022_U_02,022_U_42,1
022_U_03,001_D_04,4
022_U_03,005_U_64,2
022_U_03,007_U_15,1
022_U_03,010_U_53,1
022_U_03,022_U_11,2
022_U_04,001_D_04,2
022_U_04,010_U_53,1
022_U_04,022_U_14,1
022_U_04,022_U_29,1
022_U_05,001_D_04,1
022_U_05,005_U_64,2
022_U_05,010_U_53,3
022_U_07,007_U_15,1
022_U_07,010_U_53,1
022_U_07,029_U_19,1
022_U_08,001_D_04,4
022_U_08,007_U_15,1
022_U_08,010_U_53,3
022_U_08,022_U_12,1
022_U_08,022_U_14,1
022_U_09,001_D_04,1
022_U_09,005_U_64,1
022_U_10,001_D_04,1
022_U_10,005_U_64,1
022_U_11,001_D_04,4
022_U_11,005_U_64,1
022_U_11,007_U_15,2
022_U_11,022_U_30,1
022_U_12,001_D_04,6
022_U_12,001_D_05,1
022_U_12,009_U_46,2
022_U_12,010_U_53,2
022_U_12,022_U_03,2
022_U_13,001_D_04,9
022_U_13,005_U_64,4
022_U_13,007_U_15,3
022_U_13,009_U_45,1
022_U_13,009_U_46,2
022_U_13,010_U_53,3
022_U_13,022_U_02,1
022_U_13,022_U_03,1
022_U_13,022_U_09,1
022_U_13,022_U_29,1
022_U_13,022_U_40,1
022_U_14,001_D_04,15
022_U_14,005_U_64,3
022_U_14,007_U_15,3
022_U_14,009_U_46,2
022_U_14,010_U_53,1
022_U_14,022_U_09,1
022_U_14,026_U_01,1
022_U_15,001_D_04,6
022_U_15,001_D_06,1
022_U_15,005_U_64,1
022_U_15,005_U_66,1
022_U_15,005_U_67,1
022_U_15,007_U_15,1
022_U_15,009_U_47,1
022_U_15,022_U_02,2
022_U_15,022_U_05,1
022_U_15,022_U_24,1
022_U_15,022_U_25,1
022_U_15,022_U_27,1
022_U_15,022_U_40,2
022_U_16,001_D_04,3
022_U_16,009_U_45,1
022_U_16,022_U_42,1
022_U_18,001_D_06,1
022_U_18,009_U_46,1
022_U_18,010_U_53,1
022_U_18,022_U_30,1
022_U_19,001_D_04,4
022_U_19,010_U_53,1
022_U_19,022_U_40,1
022_U_20,001_D_04,8
022_U_20,001_D_06,1
022_U_20,005_U_64,2
022_U_20,009_U_45,1
022_U_20,010_U_53,3
022_U_20,022_U_24,1
022_U_20,022_U_29,1
022_U_21,009_U_46,1
022_U_24,001_D_04,5
022_U_24,001_D_06,4
022_U_24,005_U_64,4
022_U_24,010_U_53,2
022_U_24,022_U_16,1
022_U_24,022_U_22,1
022_U_24,022_U_25,2
022_U_25,022_U_16,1
022_U_26,001_D_04,5
022_U_26,001_D_06,2
022_U_26,005_U_64,2
022_U_26,009_U_46,2
022_U_26,010_U_53,3
022_U_26,022_U_24,2
022_U_29,001_D_04,1
022_U_29,005_U_64,2
022_U_29,022_U_42,1
022_U_30,001_D_04,1
022_U_30,022_U_05,1
022_U_30,022_U_13,1
022_U_30,022_U_22,1
022_U_32,001_D_04,3
022_U_32,001_D_05,1
022_U_32,001_D_06,3
022_U_32,010_U_53,2
022_U_40,001_D_02,5
022_U_40,001_D_03,1
022_U_40,001_D_05,15
022_U_40,001_D_06,10
022_U_40,002_U_30,1
022_U_40,002_U_31,1
022_U_40,002_U_32,2
022_U_40,006_U_29,1
022_U_40,006_U_41,1
022_U_40,007_U_15,1
022_U_40,009_U_31,1
022_U_40,009_U_47,1
022_U_40,011_D_02,1
022_U_40,017_U_26,1
022_U_40,017_U_27,3
022_U_40,017_U_28,1
022_U_40,017_U_30,3
022_U_40,017_U_37,3
022_U_40,022_U_13,1
022_U_40,022_U_16,2
022_U_40,022_U_20,1
022_U_40,022_U_32,1
022_U_40,025_U_26,1
022_U_40,025_U_30,1
022_U_40,030_U_31,1
022_U_40,030_U_39,1
022_U_40,032_U_16,1
022_U_40,036_U_03,1
022_U_40,036_U_11,1
022_U_40,103_U_08,1
022_U_40,103_U_09,3
022_U_40,105_U_23,4
022_U_40,106_U_06,1
022_U_40,106_U_10,2
022_U_40,106_U_13,1
022_U_40,106_U_14,1
022_U_40,106_U_26,2
022_U_42,001_D_05,4
022_U_42,001_D_06,1
022_U_42,002_U_30,2
022_U_42,002_U_32,1
022_U_42,005_U_65,1
022_U_42,005_U_66,1
022_U_42,007_U_15,1
022_U_42,009_U_47,2
022_U_42,016_U_10,5
022_U_42,017_U_37,4
022_U_42,022_U_02,2
022_U_42,022_U_03,3
022_U_42,022_U_10,1
022_U_42,022_U_11,1
022_U_42,022_U_13,3
022_U_42,022_U_16,1
022_U_42,022_U_22,1
022_U_42,022_U_24,4
022_U_42,022_U_30,2
022_U_42,022_U_40,3
022_U_42,105_U_23,1
022_U_42,106_U_06,1
022_U_42,106_U_09,1
022_U_42,106_U_12,1
022_U_42,106_U_13,1
022_U_42,106_U_14,3
023_U_01,001_D_05,1
023_U_02,001_D_05,1
023_U_02,023_U_34,1
023_U_03,001_D_05,2
023_U_05,001_D_05,2
023_U_23,001_U_28,1
023_U_23,003_U_06,1
023_U_23,007_U_07,2
023_U_23,012_U_12,1
023_U_23,012_U_13,2
023_U_24,001_D_06,1
023_U_24,001_U_29,2
023_U_24,002_U_37,2
023_U_24,007_U_15,1
023_U_25,001_U_29,1
023_U_25,002_U_33,2
023_U_25,003_U_03,1
023_U_25,004_U_25,1
023_U_25,012_U_12,1
023_U_25,012_U_13,1
023_U_25,016_U_10,3
023_U_25,020_U_08,1
023_U_25,105_U_30,1
023_U_25,107_U_38,1
023_U_25,107_U_40,1
023_U_28,001_D_05,3
023_U_28,001_D_07,1
023_U_33,001_D_04,13
023_U_33,002_U_38,7
023_U_33,002_U_39,3
023_U_33,003_U_06,4
023_U_33,004_U_31,1
023_U_33,006_U_41,1
023_U_33,009_U_31,3
023_U_33,016_U_10,2
023_U_33,017_U_24,3
023_U_33,017_U_29,1
023_U_33,020_U_21,1
023_U_33,030_U_30,2
023_U_33,030_U_33,5
023_U_33,030_U_45,2
023_U_33,032_U_21,1
023_U_33,036_U_29,2
023_U_33,036_U_31,1
023_U_33,102_U_08,5
023_U_33,102_U_12,4
023_U_33,102_U_17,2
023_U_33,102_U_28,2
023_U_34,001_D_04,2
023_U_34,002_U_38,3
023_U_34,003_U_06,3
023_U_34,011_U_07,1
023_U_34,016_U_10,1
023_U_34,017_U_16,7
023_U_34,017_U_24,1
023_U_34,017_U_28,1
023_U_34,020_U_19,1
023_U_34,020_U_21,2
023_U_34,023_U_33,1
023_U_34,030_U_29,2
023_U_34,030_U_30,2
023_U_34,030_U_33,2
023_U_34,030_U_34,3
023_U_34,030_U_35,1
023_U_34,030_U_45,2
023_U_34,036_U_29,3
023_U_34,036_U_31,1
023_U_34,102_U_07,4
023_U_34,102_U_08,4
023_U_34,102_U_12,4
023_U_34,102_U_17,3
024_U_01,004_U_32,1
024_U_01,005_U_66,1
024_U_01,006_U_22,1
024_U_01,018_U_19,2
024_U_01,024_U_23,1
024_U_04,001_U_34,4
024_U_04,005_U_64,9
024_U_05,001_U_34,1
024_U_05,005_U_66,1
024_U_06,005_U_66,1
024_U_11,004_U_32,1
024_U_11,018_U_19,1
024_U_12,001_D_06,1
024_U_12,001_U_34,1
024_U_12,002_U_28,1
024_U_12,002_U_30,1
024_U_12,002_U_32,1
024_U_12,004_U_32,1
024_U_12,007_U_05,2
024_U_12,026_U_48,1
024_U_12,033_U_19,4
024_U_12,036_U_28,1
024_U_13,001_D_06,3
024_U_13,001_U_34,3
024_U_13,002_U_30,2
024_U_13,002_U_32,3
024_U_13,005_U_61,1
024_U_13,006_U_41,3
024_U_13,022_U_40,2
024_U_13,024_U_17,1
024_U_13,026_U_45,3
024_U_13,033_U_19,3
024_U_13,036_U_19,2
024_U_14,001_U_34,5
024_U_14,002_U_28,3
024_U_14,002_U_30,2
024_U_14,004_U_31,1
024_U_14,004_U_32,1
024_U_14,005_U_59,1
024_U_14,005_U_63,1
024_U_14,005_U_66,3
024_U_14,006_U_44,1
024_U_14,018_U_19,1
024_U_14,024_U_16,2
024_U_14,024_U_19,1
024_U_14,029_U_19,1
024_U_14,031_U_19,3
024_U_15,001_U_34,2
024_U_15,022_U_40,2
024_U_15,026_U_46,1
024_U_15,029_U_31,2
024_U_15,031_U_22,1
024_U_15,036_U_03,1
024_U_16,001_U_34,2
024_U_16,006_U_22,1
024_U_16,007_U_05,2
024_U_16,017_U_01,1
024_U_16,018_U_19,1
024_U_16,024_U_15,2
024_U_16,026_U_46,1
024_U_16,029_U_18,1
024_U_16,032_U_13,1
024_U_16,033_U_18,1
024_U_16,033_U_19,2
024_U_17,001_U_20,2
024_U_17,004_U_32,1
024_U_17,006_U_22,5
024_U_17,007_U_05,1
024_U_17,017_U_17,1
024_U_17,024_U_13,1
024_U_17,026_U_45,1
024_U_17,026_U_46,4
024_U_17,026_U_47,1
024_U_17,112_U_26,1
024_U_17,112_U_28,2
024_U_19,006_U_21,1
024_U_19,024_U_15,1
024_U_23,024_U_02,1
025_U_02,018_U_01,1
025_U_02,025_U_25,1
025_U_08,005_U_67,1
025_U_10,018_U_19,1
025_U_16,009_U_42,1
025_U_16,025_U_25,1
025_U_21,009_U_41,1
025_U_22,018_U_01,1
025_U_25,003_U_07,7
025_U_25,017_U_18,2
025_U_25,018_U_01,1
025_U_25,025_U_29,1
025_U_26,001_D_05,2
025_U_26,001_D_06,1
025_U_26,003_U_07,3
025_U_26,006_U_31,1
025_U_26,017_U_29,3
025_U_26,022_U_40,1
025_U_26,030_U_41,1
025_U_26,032_U_16,1
025_U_27,003_U_07,4
025_U_27,006_U_31,2
025_U_27,017_U_26,1
025_U_27,017_U_27,1
025_U_27,017_U_28,2
025_U_27,017_U_29,2
025_U_27,030_U_41,3
025_U_27,032_U_16,4
025_U_27,102_U_07,2
025_U_27,102_U_08,1
025_U_27,103_U_08,3
025_U_29,001_D_06,1
025_U_29,003_U_07,7
025_U_29,017_U_18,3
025_U_29,017_U_29,1
025_U_29,018_U_01,1
025_U_29,025_U_26,1
025_U_29,025_U_31,1
025_U_29,030_U_38,1
025_U_29,030_U_41,1
025_U_29,032_U_16,6
025_U_29,102_U_08,2
025_U_29,108_U_03,2
025_U_30,001_D_06,3
025_U_30,003_U_07,5
025_U_30,006_U_30,1
025_U_30,017_U_26,1
025_U_30,018_U_01,2
025_U_30,022_U_40,1
025_U_30,030_U_40,2
025_U_30,030_U_41,3
025_U_30,030_U_45,1
025_U_30,102_U_07,2
025_U_31,001_D_06,2
025_U_31,003_U_07,1
025_U_31,006_U_29,3
025_U_31,018_U_01,1
025_U_31,025_U_29,1
025_U_31,030_U_41,1
025_U_31,032_U_16,3
025_U_31,102_U_08,1
025_U_31,103_U_08,1
025_U_31,108_U_03,1
026_D_47,024_U_15,1
026_U_01,022_U_14,1
026_U_03,022_U_13,1
026_U_04,005_U_66,1
026_U_05,010_U_53,1
026_U_06,005_U_64,1
026_U_08,009_U_44,1
026_U_09,002_U_28,2
026_U_09,002_U_29,1
026_U_09,002_U_30,1
026_U_09,005_U_59,2
026_U_09,005_U_64,1
026_U_09,005_U_65,2
026_U_09,005_U_66,2
026_U_09,009_U_44,1
026_U_09,009_U_47,1
026_U_09,010_U_53,5
026_U_09,011_D_02,1
026_U_09,022_U_14,1
026_U_09,022_U_18,1
026_U_09,022_U_25,2
026_U_09,022_U_32,1
026_U_09,026_U_12,2
026_U_09,026_U_45,1
026_U_09,026_U_55,1
026_U_13,026_D_47,1
026_U_45,001_D_05,1
026_U_45,001_D_06,1
026_U_45,002_U_27,1
026_U_45,002_U_28,2
026_U_45,003_U_05,1
026_U_45,003_U_07,4
026_U_45,004_U_32,2
026_U_45,005_U_64,3
026_U_45,006_U_29,1
026_U_45,006_U_33,1
026_U_45,006_U_35,1
026_U_45,006_U_41,1
026_U_45,007_U_04,2
026_U_45,009_U_33,2
026_U_45,017_U_27,3
026_U_45,017_U_28,3
026_U_45,017_U_30,4
026_U_45,026_U_48,2
026_U_45,033_U_18,5
026_U_45,033_U_19,12
026_U_45,036_U_03,1
026_U_46,001_U_34,1
026_U_46,009_U_32,1
026_U_46,009_U_47,1
026_U_46,024_U_17,1
026_U_46,033_U_19,3
026_U_47,002_U_27,2
026_U_47,004_U_32,3
026_U_47,024_U_11,1
026_U_47,024_U_13,1
026_U_47,033_U_19,2
026_U_47,036_U_01,1
026_U_48,001_U_34,1
026_U_48,004_U_32,1
026_U_48,006_U_22,1
026_U_48,007_U_05,3
026_U_48,009_U_46,1
026_U_48,009_U_47,1
026_U_48,024_U_12,1
026_U_48,024_U_17,1
026_U_48,026_U_45,1
026_U_48,026_U_51,2
026_U_48,033_U_18,1
026_U_48,033_U_19,2
026_U_50,002_U_30,2
026_U_51,003_U_01,2
026_U_55,005_U_59,1
026_U_55,009_U_47,1
026_U_55,026_D_47,1
026_U_55,026_U_48,2
026_U_55,026_U_51,1
026_U_55,030_U_26,1
026_U_55,030_U_33,1
026_U_55,105_U_30,3
026_U_55,105_U_34,1
026_U_55,108_U_03,2
027_U_01,009_U_44,1
027_U_01,010_U_54,1
027_U_04,009_U_35,1
027_U_09,010_U_33,1
027_U_13,009_U_29,1
027_U_13,017_U_15,2
027_U_13,030_U_41,3
028_U_01,001_D_04,3
028_U_01,001_U_34,1
028_U_01,007_U_15,1
028_U_01,009_U_32,2
028_U_01,009_U_36,1
028_U_01,009_U_38,1
028_U_01,009_U_39,2
028_U_01,009_U_41,1
028_U_01,009_U_42,2
028_U_01,009_U_43,1
028_U_01,009_U_44,2
028_U_01,009_U_45,3
028_U_01,010_U_28,1
028_U_01,010_U_31,1
028_U_01,010_U_33,2
028_U_01,028_U_06,1
028_U_02,001_D_04,2
028_U_02,001_U_34,1
028_U_02,009_U_33,1
028_U_02,017_U_15,1
028_U_02,028_U_06,2
028_U_02,030_U_32,1
028_U_02,030_U_37,1
028_U_03,001_D_04,2
028_U_03,001_U_34,3
028_U_03,009_U_35,1
028_U_03,009_U_36,1
028_U_03,009_U_43,2
028_U_03,009_U_44,6
028_U_03,010_U_31,1
028_U_03,010_U_32,2
028_U_03,028_U_05,1
028_U_04,003_U_05,1
028_U_04,010_U_33,2
028_U_04,028_U_06,1
028_U_04,030_U_25,1
028_U_05,001_U_34,1
028_U_05,009_U_27,1
028_U_05,009_U_33,1
028_U_05,009_U_43,1
028_U_05,009_U_44,1
028_U_05,010_U_31,1
028_U_06,001_D_04,2
028_U_06,001_D_06,1
028_U_06,001_U_34,2
028_U_06,003_U_05,4
028_U_06,007_U_15,4
028_U_06,009_U_29,1
028_U_06,009_U_33,2
028_U_06,009_U_35,2
028_U_06,009_U_36,5
028_U_06,009_U_37,1
028_U_06,009_U_38,5
028_U_06,009_U_41,1
028_U_06,009_U_43,2
028_U_06,009_U_44,13
028_U_06,009_U_45,4
028_U_06,010_U_31,6
028_U_06,010_U_33,2
028_U_06,028_U_01,1
028_U_06,028_U_03,2
028_U_06,028_U_04,1
028_U_06,028_U_07,3
028_U_07,001_D_04,1
028_U_07,003_U_05,1
028_U_07,006_U_41,1
028_U_07,007_U_15,1
028_U_07,009_U_32,1
028_U_07,009_U_33,1
028_U_07,009_U_36,1
028_U_07,009_U_44,1
028_U_07,010_U_28,1
028_U_07,010_U_33,2
028_U_07,030_U_24,1
028_U_07,030_U_26,1
029_U_01,005_U_65,1
029_U_01,029_U_20,1
029_U_02,005_U_65,1
029_U_06,029_U_19,1
029_U_16,001_D_04,1
029_U_16,001_D_06,1
029_U_16,002_U_41,2
029_U_16,018_U_34,1
029_U_16,030_U_37,2
029_U_18,002_U_29,1
029_U_18,017_U_01,2
029_U_18,024_U_15,1
029_U_18,032_U_29,1
029_U_19,002_U_38,1
029_U_19,003_U_06,2
029_U_19,016_U_10,4
029_U_19,017_U_19,1
029_U_19,017_U_20,3
029_U_19,024_U_15,1
029_U_19,029_U_20,1
029_U_19,036_U_17,1
029_U_19,107_U_10,1
029_U_19,107_U_11,1
029_U_19,107_U_25,2
029_U_19,107_U_40,2
029_U_31,001_D_02,2
029_U_31,001_D_03,2
029_U_31,001_D_05,8
029_U_31,001_D_06,6
029_U_31,001_U_22,1
029_U_31,001_U_24,1
029_U_31,002_U_28,1
029_U_31,002_U_30,1
029_U_31,002_U_31,2
029_U_31,002_U_33,1
029_U_31,002_U_34,1
029_U_31,002_U_35,1
029_U_31,003_U_07,1
029_U_31,004_U_12,2
029_U_31,009_U_31,1
029_U_31,009_U_35,2
029_U_31,011_D_37,1
029_U_31,016_U_10,6
029_U_31,017_U_21,1
029_U_31,017_U_25,1
029_U_31,017_U_37,1
029_U_31,018_U_35,1
029_U_31,022_U_42,3
029_U_31,036_U_03,1
029_U_31,036_U_28,1
029_U_31,105_U_08,2
029_U_31,105_U_22,1
029_U_31,105_U_23,1
029_U_31,105_U_30,6
029_U_31,105_U_34,5
029_U_31,105_U_40,1
029_U_31,106_U_05,1
029_U_31,106_U_06,3
029_U_31,106_U_07,2
029_U_31,106_U_09,2
029_U_31,106_U_10,2
029_U_31,106_U_11,1
029_U_31,106_U_13,2
029_U_31,106_U_15,1
029_U_32,001_D_06,2
029_U_32,002_U_32,1
029_U_32,006_U_41,1
030_U_01,009_U_30,1
030_U_01,010_U_27,1
030_U_01,030_U_25,1
030_U_01,030_U_34,1
030_U_01,030_U_37,1
030_U_01,030_U_40,1
030_U_01,030_U_45,1
030_U_02,030_U_24,2
030_U_02,030_U_25,2
030_U_03,001_D_06,2
030_U_03,030_U_24,1
030_U_03,030_U_34,1
030_U_03,030_U_36,1
030_U_03,030_U_41,1
030_U_04,009_U_27,1
030_U_04,030_U_45,1
030_U_13,001_D_06,2
030_U_13,030_U_32,1
030_U_13,030_U_35,1
030_U_13,030_U_37,1
030_U_13,030_U_41,1
030_U_14,001_D_06,1
030_U_14,017_U_15,1
030_U_14,030_U_24,1
030_U_14,030_U_41,1
030_U_16,001_D_06,1
030_U_16,030_U_28,2
030_U_16,030_U_29,1
030_U_16,030_U_41,1
030_U_17,001_D_06,1
030_U_17,030_U_24,1
030_U_24,001_D_05,5
030_U_24,001_D_06,1
030_U_24,004_U_32,3
030_U_24,010_U_33,1
030_U_24,017_U_16,1
030_U_24,028_U_07,1
030_U_24,030_U_02,2
030_U_24,030_U_03,1
030_U_24,030_U_14,1
030_U_24,030_U_17,1
030_U_24,030_U_28,1
030_U_24,030_U_34,1
030_U_24,030_U_35,3
030_U_24,032_U_21,2
030_U_24,033_U_19,5
030_U_24,101_U_22,4
030_U_24,101_U_23,1
030_U_24,101_U_24,1
030_U_24,101_U_25,3
030_U_25,001_D_03,5
030_U_25,003_U_05,1
030_U_25,004_U_32,1
030_U_25,009_U_28,2
030_U_25,009_U_30,2
030_U_25,017_U_16,1
030_U_25,022_U_40,1
030_U_25,028_U_04,1
030_U_25,030_U_01,1
030_U_25,030_U_02,2
030_U_25,030_U_28,2
030_U_25,030_U_32,1
030_U_25,030_U_35,1
030_U_25,033_U_19,4
030_U_25,101_U_22,3
030_U_25,101_U_23,2
030_U_25,101_U_25,3
030_U_26,001_D_03,1
030_U_26,001_D_05,2
030_U_26,001_U_34,1
030_U_26,004_U_32,3
030_U_26,009_U_28,1
030_U_26,016_U_10,1
030_U_26,018_U_33,1
030_U_26,028_U_07,1
030_U_26,030_U_32,1
030_U_26,030_U_36,1
030_U_26,032_U_21,1
030_U_26,033_U_19,1
030_U_26,101_U_22,2
030_U_26,101_U_23,1
030_U_26,101_U_25,3
030_U_28,001_D_05,2
030_U_28,010_D_29,1
030_U_28,030_U_17,1
030_U_28,030_U_24,1
030_U_28,030_U_32,2
030_U_28,030_U_33,2
030_U_28,033_U_19,5
030_U_28,101_U_22,1
030_U_29,017_U_28,2
030_U_29,023_U_33,1
030_U_29,030_U_17,1
030_U_29,102_U_17,1
030_U_29,102_U_28,2
030_U_30,001_D_06,2
030_U_30,023_U_34,2
030_U_30,030_U_35,1
030_U_30,030_U_37,1
030_U_30,030_U_45,1
030_U_30,036_U_28,1
030_U_30,102_U_28,1
030_U_31,022_U_40,1
030_U_31,030_U_34,2
030_U_32,001_D_03,1
030_U_32,001_D_04,2
030_U_32,001_D_05,2
030_U_32,004_U_32,2
030_U_32,020_U_19,1
030_U_32,020_U_21,1
030_U_32,023_U_33,6
030_U_32,023_U_34,2
030_U_32,030_U_36,2
030_U_32,030_U_45,1
030_U_32,033_U_19,7
030_U_32,101_U_22,8
030_U_32,101_U_23,2
030_U_32,101_U_25,3
030_U_32,102_U_28,1
030_U_33,001_D_03,1
030_U_33,001_D_04,2
030_U_33,009_U_27,1
030_U_33,009_U_29,1
030_U_33,009_U_30,1
