,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
44,0,0,4,0,1211,0,14,0,0,73,0,14,104,223,6,0,0,214,9,56,167,0,0,0,135,175,9,111,412,248,313,215,0,0,186,0,32,2,93,210,0,0,132,436,34,373,323,19,36,92,755,7,146,158,8,0,265,0,0,20,0,36,193,8,122,88,36,0,80,168,41,40,12,0,4,277,62,23,0,1,61,98,6,10,27,106,28,61,196,8,70,92,0,110,33,328,18,31,0,44,50,103,71,7,0,15,77,15,1,169,153,31,182,249,728,1,12,85
45,0,0,0,0,318,0,39,3,0,0,0,0,0,0,0,0,3,0,93,21,4,1,215,0,1,1,0,0,67,217,320,164,0,0,4,0,30,0,0,33,0,0,124,126,222,2,1,66,64,50,208,0,0,1,0,0,345,0,0,10,1,31,4,0,10,21,1,0,2,1,345,112,3,0,9,0,0,43,5,0,3,61,0,0,18,155,0,30,71,36,190,60,1,7,0,312,4,291,0,0,43,159,6,124,0,152,34,124,1,0,6,0,706,50,327,0,17,60
46,0,1,0,0,369,0,17,7,0,0,0,30,128,473,0,0,1,0,32,41,22,0,0,0,111,0,0,24,23,48,44,183,0,0,293,0,24,0,81,329,0,0,85,315,120,862,367,120,33,138,495,0,0,5,0,0,342,0,0,12,14,0,112,9,157,134,41,0,26,0,30,36,0,0,20,211,11,230,0,0,11,38,1,59,148,330,3,0,0,0,89,1,0,6,1,1202,21,22,0,0,17,561,5,84,24,2,122,18,0,140,64,179,223,80,0,5,113,271
47,0,0,5,0,757,0,4,3,0,170,0,42,149,474,0,0,0,38,10,0,20,0,0,0,193,310,68,75,321,27,149,87,0,0,122,0,8,5,112,128,0,0,25,545,3,839,304,79,60,81,969,16,73,219,1,0,632,0,0,0,40,174,44,2,56,160,10,0,27,169,0,6,0,0,13,507,198,33,0,0,3,3,5,52,142,16,46,4,0,3,20,1,0,375,87,1559,134,4,0,150,72,400,0,11,0,0,180,0,3,116,93,268,71,129,7,6,0,370
48,0,0,8,6,286,0,0,2,0,14,0,0,48,229,33,0,0,41,32,0,0,0,244,0,94,51,55,0,130,104,77,102,0,0,164,0,0,0,48,126,16,5,35,79,137,188,523,40,16,104,908,0,0,4,8,0,187,0,0,0,0,76,20,6,53,171,5,0,0,25,1,0,4,0,1,4,0,1,0,0,13,4,63,0,16,105,2,32,53,76,0,48,0,0,6,46,0,6,0,2,2,0,34,0,0,0,81,0,3,149,1,0,0,55,201,0,0,0
49,0,0,9,14,125,0,0,0,0,22,0,16,3,0,3,0,0,14,1,1,39,0,47,0,12,28,11,31,42,21,174,40,0,0,0,0,0,0,9,19,3,0,9,53,68,36,86,472,152,4,577,0,37,31,0,0,139,0,0,0,0,67,7,0,16,1,0,0,57,188,0,0,0,0,4,239,30,0,0,0,4,1,53,0,45,73,22,0,21,10,1,17,0,67,21,528,229,1,0,40,40,1,26,0,1,0,0,0,0,25,83,4,0,17,136,0,0,182
50,4,0,0,0,99,0,0,0,0,0,0,0,25,268,0,0,0,0,5,0,0,0,13,0,88,0,0,0,5,17,0,73,0,0,76,0,0,0,0,0,0,0,0,93,51,231,188,73,4,121,285,0,5,1,0,0,45,0,0,0,0,7,32,0,69,61,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,15,0,3,26,17,0,29,0,0,0,3,0,1,0,0,0,0,1,0,0,0,139,0,4,112,1,0,0,36,112,0,0,0
51,1,0,5,0,602,0,0,7,0,87,0,1001,236,218,1,0,12,87,67,0,27,0,78,0,162,245,131,30,436,117,216,881,0,0,151,0,3,1,283,121,0,0,75,678,109,451,849,81,795,274,1684,92,70,128,4,0,1207,0,0,0,57,179,39,11,139,287,5,0,17,232,0,4,2,0,89,1451,254,149,1,0,25,5,14,250,262,37,64,19,57,67,211,53,6,455,138,1562,495,10,0,241,116,737,17,151,0,0,107,0,8,138,68,440,176,213,76,4,3,545
52,0,0,0,11,1,0,0,0,0,0,0,0,12,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,6,0,32,0,0,3,0,0,0,0,0,0,0,0,0,19,0,29,7,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,25,0,2,19,3,0,3,0,0,0,0,0,0,19,0,0,0,5,5,0,0,0,0,0,13,0,0,62,0,0,0,0,0,0,0,4
53,3,0,2,0,156,0,0,19,0,0,0,0,3,2,0,0,0,0,35,0,2,0,0,0,36,4,4,0,36,21,14,1,0,0,8,0,4,289,0,1,0,0,1,72,1,2,71,41,38,0,83,0,431,1652,686,0,4799,190,0,0,1,129,6,0,12,14,0,0,33,2,67,87,0,0,0,84,64,0,402,0,0,4,430,0,0,248,37,4,38,0,1,23,0,7,220,988,0,0,0,21,3,1,7,0,1,2,107,5,189,2,1,5,0,70,470,4,4,143
